dataset/raw/nvie/003/visible/anger/front/without_glasses/003_00_v_r[001438)16-33-55].BMP;angry
dataset/raw/nvie/003/visible/anger/front/with_glasses/003_00_v_r[005311)16-42-45].BMP;angry
dataset/raw/nvie/003/visible/anger/left/without_glasses/003_00_v_r[001491)16-34-08].BMP;angry
dataset/raw/nvie/003/visible/anger/left/with_glasses/003_00_v_r[005349)16-42-54].BMP;angry
dataset/raw/nvie/003/visible/anger/right/without_glasses/003_00_v_r[001512)16-34-16].BMP;angry
dataset/raw/nvie/003/visible/anger/right/with_glasses/003_00_v_r[005366)16-43-00].BMP;angry
dataset/raw/nvie/003/visible/disgust/front/without_glasses/003_00_v_r[(005947)16-45-20].BMP;disgust
dataset/raw/nvie/003/visible/disgust/front/with_glasses/003_00_v_r[(002566)16-37-29].BMP;disgust
dataset/raw/nvie/003/visible/disgust/left/without_glasses/003_00_v_r[(002626)16-37-45].BMP;disgust
dataset/raw/nvie/003/visible/disgust/left/with_glasses/003_00_v_r[(005987)16-45-30].BMP;disgust
dataset/raw/nvie/003/visible/disgust/right/without_glasses/003_00_v_r[(002647)16-37-52].BMP;disgust
dataset/raw/nvie/003/visible/disgust/right/with_glasses/003_00_v_r[(005999)16-45-35].BMP;disgust
dataset/raw/nvie/003/visible/fear/front/without_glasses/003_00_v_r[002307)16-36-27].BMP;fear
dataset/raw/nvie/003/visible/fear/front/with_glasses/003_00_v_r[005746)16-44-30].BMP;fear
dataset/raw/nvie/003/visible/fear/left/without_glasses/003_00_v_r[002349)16-36-38].BMP;fear
dataset/raw/nvie/003/visible/fear/left/with_glasses/003_00_v_r[005786)16-44-41].BMP;fear
dataset/raw/nvie/003/visible/fear/right/without_glasses/003_00_v_r[002367)16-36-45].BMP;fear
dataset/raw/nvie/003/visible/fear/right/with_glasses/003_00_v_r[005813)16-44-50].BMP;fear
dataset/raw/nvie/003/visible/happiness/front/without_glasses/003_00_v_r[000972)16-31-43].BMP;happy
dataset/raw/nvie/003/visible/happiness/front/with_glasses/003_00_v_r[005090)16-41-28].BMP;happy
dataset/raw/nvie/003/visible/happiness/left/without_glasses/003_00_v_r[001098)16-32-32].BMP;happy
dataset/raw/nvie/003/visible/happiness/left/with_glasses/003_00_v_r[005161)16-42-00].BMP;happy
dataset/raw/nvie/003/visible/happiness/right/without_glasses/003_00_v_r[001141)16-32-52].BMP;happy
dataset/raw/nvie/003/visible/happiness/right/with_glasses/003_00_v_r[005236)16-41-49].BMP;happy
dataset/raw/nvie/003/visible/neutral/with/003_00_v_r[(003731)21-34-48].BMP;neutral
dataset/raw/nvie/003/visible/neutral/without/003_00_v_r[(000788)21-43-25].BMP;neutral
dataset/raw/nvie/003/visible/sadness/front/without_glasses/003_00_v_r[(001700)16-34-56].BMP;sad
dataset/raw/nvie/003/visible/sadness/front/with_glasses/003_00_v_r[(005539)16-43-33].BMP;sad
dataset/raw/nvie/003/visible/sadness/left/without_glasses/003_00_v_r[(001757)16-35-09].BMP;sad
dataset/raw/nvie/003/visible/sadness/left/with_glasses/003_00_v_r[(005585)16-43-45].BMP;sad
dataset/raw/nvie/003/visible/sadness/right/without_glasses/003_00_v_r[(001777)16-35-16].BMP;sad
dataset/raw/nvie/003/visible/sadness/right/with_glasses/003_00_v_r[(005604)16-43-51].BMP;sad
dataset/raw/nvie/003/visible/surprise/front/without_glasses/003_00_v_r[002820)16-38-25].BMP;surprise
dataset/raw/nvie/003/visible/surprise/front/with_glasses/003_00_v_r[006117)16-46-04].BMP;surprise
dataset/raw/nvie/003/visible/surprise/left/without_glasses/003_00_v_r[002870)16-38-38].BMP;surprise
dataset/raw/nvie/003/visible/surprise/left/with_glasses/003_00_v_r[006165)16-46-17].BMP;surprise
dataset/raw/nvie/003/visible/surprise/right/without_glasses/003_00_v_r[002883)16-38-44].BMP;surprise
dataset/raw/nvie/003/visible/surprise/right/with_glasses/003_00_v_r[006181)16-46-23].BMP;surprise
dataset/raw/nvie/004/visible/anger/front/without_glasses/004_00_v_r[002474)10-45-29].BMP;angry
dataset/raw/nvie/004/visible/anger/front/with_glasses/004_00_v_r[000879)15-50-26].BMP;angry
dataset/raw/nvie/004/visible/anger/left/without_glasses/004_00_v_r[002503)10-46-07].BMP;angry
dataset/raw/nvie/004/visible/anger/left/with_glasses/004_00_v_r[000916)15-51-14].BMP;angry
dataset/raw/nvie/004/visible/anger/right/without_glasses/004_00_v_r[002566)10-46-43].BMP;angry
